data_id,item_id,language,form,item_kind,category,uni_lemma,lexical_category,date_of_test,age,comprehension,production,is_norming,child_id
7528,item_1,Japanese,Short Form of Words and Gestures,starting_to_talk,quantifiers,pizza,verb,2010-06-29,23,344,294,FALSE,87663
7529,item_5,Turkish,Short Form of Words and Gestures,gestures_adult,animals,bottle,adjective,2010-01-01,33,363,164,FALSE,52340
7530,item_1,Turkish,Short Form of Words and Gestures,first_signs,vehicles,ice cream,adjective,2010-06-13,45,589,238,FALSE,32317
7531,item_4,Arabic,Words and Gestures,gestures_objects,pronouns,bread,verb,2010-01-31,55,629,389,TRUE,39430
7532,item_18,Russian,Short Form of Words and Gestures,how_use_words,helping_verbs,knife,verb,2010-03-19,54,350,477,FALSE,36954
7533,item_6,Dutch,Words and Gestures,word_endings_nouns,quantifiers,knife,verb,2010-06-15,33,496,348,FALSE,55070
7534,item_13,English (American),Words and Sentences,word_endings_nouns,animals,ice cream,other,2010-09-03,23,268,660,TRUE,24963
7535,item_13,Swedish,Short Form of Words and Sentences,how_use_words,descriptive_words,chocolate,other,2010-02-23,58,402,680,FALSE,52756
7536,item_19,Vietnamese,Short Form of Words and Sentences,complexity,games_routines,shoe,adjective,2010-10-16,18,173,232,FALSE,43184
7537,item_20,Hindi,Words and Sentences,how_use_words,quantifiers,cat,noun,2010-09-04,40,597,238,FALSE,41901
7538,item_4,Bengali,Short Form of Words and Sentences,gestures_objects,locations,knife,verb,2010-03-14,22,786,225,FALSE,76076
7539,item_14,Spanish,Words and Gestures,word,animals,daddy,adjective,2010-05-17,47,224,253,TRUE,61848
7540,item_2,Italian,Short Form of Words and Sentences,complexity,outside,dog,other,2010-08-01,41,765,102,TRUE,65438
7541,item_7,Turkish,Short Form of Words and Gestures,word_forms_nouns,clothing,knife,verb,2010-04-13,40,573,271,FALSE,13615
7542,item_12,Bengali,Words and Sentences,word_endings_verbs,helping_verbs,bee,other,2010-02-10,42,694,620,TRUE,90404
7543,item_9,German,Short Form of Words and Sentences,word_endings_nouns,action_words,toothbrush,adjective,2010-05-14,23,248,208,TRUE,34552
7544,item_13,Hindi,Words and Gestures,word_endings,games_routines,knife,other,2010-11-08,37,308,150,FALSE,79913
7545,item_10,Dutch,Words and Gestures,word_forms_verbs,question_words,daddy,adjective,2010-05-21,27,462,424,TRUE,96815
7546,item_17,English (American),Short Form of Words and Gestures,gestures_objects,food_drink,hat,other,2010-02-11,56,612,485,FALSE,30899
7547,item_6,Japanese,Short Form of Words and Sentences,word_endings_nouns,action_words,juice,other,2010-03-14,29,261,473,TRUE,66480
7548,item_12,Swedish,Words and Sentences,gestures_adult,animals,chocolate,other,2010-06-04,37,392,260,FALSE,75608
7549,item_18,Chinese,Words and Sentences,word_endings,clothing,hat,other,2010-10-03,50,278,383,FALSE,55435
7550,item_15,Spanish,Words and Gestures,gestures_games,toys,chocolate,verb,2010-09-13,20,707,476,FALSE,50636
7551,item_19,Thai,Words and Gestures,gestures_first,household,fish (animal),other,2010-03-13,40,256,577,FALSE,35420
7552,item_9,English (American),Words and Sentences,word_endings_nouns,connecting_words,shoe,noun,2010-04-17,20,559,137,TRUE,69015
7553,item_3,French,Words and Gestures,complexity,animals,hat,other,2010-02-18,20,493,112,FALSE,23632
7554,item_8,Korean,Words and Sentences,word_endings,question_words,bee,other,2010-03-14,60,422,598,FALSE,87335
7555,item_9,Dutch,Short Form of Words and Sentences,gestures_parent,animals,knife,adjective,2010-04-26,43,659,127,TRUE,60741
7556,item_6,Arabic,Short Form of Words and Gestures,first_signs,games_routines,apple,adjective,2010-05-04,50,142,655,TRUE,75382
7557,item_7,Portuguese,Short Form of Words and Sentences,word_forms_nouns,clothing,giraffe,other,2010-04-06,56,492,247,TRUE,76892
7558,item_1,Dutch,Words and Gestures,word_endings_nouns,household,banana,adjective,2010-12-23,54,601,114,TRUE,86438
7559,item_4,Chinese,Short Form of Words and Sentences,complexity,quantifiers,baby,other,2010-01-08,49,146,363,TRUE,62051
7560,item_2,Russian,Short Form of Words and Gestures,phrases,quantifiers,daddy,adjective,2010-02-19,29,447,278,FALSE,23654
7561,item_15,German,Words and Gestures,word,vehicles,dog,adjective,2010-09-07,28,756,153,TRUE,75060
7562,item_2,Dutch,Words and Gestures,gestures_adult,food_drink,knife,other,2010-08-15,29,407,153,TRUE,12722
7563,item_19,Dutch,Words and Sentences,starting_to_talk,clothing,juice,other,2010-06-12,18,251,653,FALSE,96595
7564,item_9,Japanese,Short Form of Words and Sentences,gestures_parent,helping_verbs,mommy,adjective,2010-11-17,34,113,481,TRUE,41074
7565,item_10,Italian,Words and Gestures,starting_to_talk,question_words,knife,verb,2010-06-11,45,457,568,FALSE,49257
7566,item_8,English (American),Short Form of Words and Gestures,starting_to_talk,question_words,blanket,other,2010-09-09,46,362,530,TRUE,71507
7567,item_18,Hindi,Words and Sentences,how_use_words,games_routines,tissue,verb,2010-10-09,39,237,657,FALSE,21081
7568,item_7,Chinese,Words and Sentences,phrases,helping_verbs,banana,verb,2010-10-13,28,218,647,TRUE,48723
7569,item_8,Turkish,Short Form of Words and Sentences,word,action_words,bottle,adjective,2010-07-31,45,134,655,FALSE,63075
7570,item_8,Thai,Short Form of Words and Gestures,word_forms_verbs,places,chocolate,verb,2010-10-03,32,624,571,TRUE,45494
7571,item_13,Spanish,Short Form of Words and Gestures,word_forms_verbs,vehicles,mommy,other,2010-03-09,31,321,445,TRUE,34442
7572,item_7,Bengali,Words and Gestures,gestures_games,question_words,giraffe,noun,2010-05-18,28,107,150,FALSE,33689
7573,item_10,Thai,Short Form of Words and Gestures,complexity,people,sandwich,other,2010-06-08,48,768,122,TRUE,97442
7574,item_1,Russian,Short Form of Words and Gestures,starting_to_talk,descriptive_words,dog,other,2010-03-10,48,491,334,TRUE,71642
7575,item_2,French,Words and Sentences,word,action_words,chocolate,other,2010-12-10,59,241,514,FALSE,92498
7576,item_12,Japanese,Short Form of Words and Sentences,word_forms_nouns,sounds,mommy,other,2010-01-13,37,670,299,FALSE,79915
7577,item_2,English (American),Words and Sentences,complexity,action_words,fish (animal),noun,2010-08-14,49,725,475,TRUE,62784
7578,item_15,Korean,Words and Sentences,word_endings_nouns,pronouns,elephant,other,2010-10-29,29,346,436,TRUE,90353
7579,item_7,Hindi,Short Form of Words and Gestures,word_endings_nouns,connecting_words,elephant,other,2010-04-06,18,135,394,FALSE,41576
7580,item_10,Swedish,Short Form of Words and Gestures,word_endings_verbs,pronouns,shoe,noun,2010-02-18,58,735,568,FALSE,43240
7581,item_10,French,Short Form of Words and Gestures,gestures_first,time_words,sandwich,verb,2010-05-12,28,600,287,TRUE,24318
7582,item_8,German,Short Form of Words and Sentences,word_forms_verbs,animals,knife,other,2010-09-15,35,446,234,TRUE,74696
7583,item_13,French,Words and Sentences,gestures_objects,connecting_words,sandwich,adjective,2010-07-01,33,410,222,FALSE,71248
7584,item_8,Thai,Short Form of Words and Gestures,complexity,question_words,tissue,adjective,2010-09-02,58,573,434,TRUE,82283
7585,item_11,Korean,Words and Sentences,gestures_objects,people,chocolate,verb,2010-07-24,23,503,496,FALSE,29191
7586,item_3,Korean,Short Form of Words and Gestures,word,pronouns,bread,other,2010-10-14,38,781,663,FALSE,67921
7587,item_3,Hindi,Words and Gestures,word_forms_nouns,pronouns,daddy,other,2010-06-29,27,462,623,TRUE,21653
7588,item_6,Thai,Short Form of Words and Gestures,first_signs,helping_verbs,shoe,adjective,2010-04-09,50,681,318,FALSE,50299
7589,item_12,Korean,Words and Sentences,gestures_adult,outside,frog,verb,2010-11-16,58,204,325,FALSE,13651
7590,item_10,Dutch,Words and Gestures,complexity,outside,bottle,other,2010-01-19,49,134,465,TRUE,50878
7591,item_19,Dutch,Short Form of Words and Gestures,phrases,quantifiers,carrot,other,2010-02-11,34,698,579,FALSE,40155
7592,item_20,Korean,Words and Gestures,word_forms_verbs,connecting_words,fish (animal),other,2010-06-15,53,625,509,FALSE,19266
7593,item_14,Portuguese,Words and Sentences,gestures_adult,time_words,cat,noun,2010-02-26,60,652,453,TRUE,85765
7594,item_11,Thai,Short Form of Words and Sentences,word_forms_verbs,outside,sandwich,verb,2010-05-19,20,234,395,FALSE,56244
7595,item_5,Turkish,Words and Sentences,gestures_first,vehicles,bottle,other,2010-09-19,49,162,309,TRUE,41011
7596,item_1,Vietnamese,Words and Sentences,complexity,action_words,pants,adjective,2010-02-24,27,597,280,FALSE,76168
7597,item_17,Spanish,Short Form of Words and Gestures,word,locations,pants,other,2010-10-11,29,387,463,FALSE,14336
7598,item_8,Arabic,Short Form of Words and Sentences,gestures_parent,outside,knife,noun,2010-09-12,38,762,334,TRUE,14888
7599,item_3,Arabic,Words and Sentences,word_forms_nouns,pronouns,apple,other,2010-01-08,26,129,128,TRUE,76539
7600,item_4,Turkish,Short Form of Words and Sentences,gestures_adult,descriptive_words,bottle,other,2010-03-06,46,609,407,TRUE,86827
7601,item_9,Bengali,Short Form of Words and Sentences,combine,quantifiers,hat,adjective,2010-05-18,24,241,479,TRUE,99119
7602,item_13,Portuguese,Short Form of Words and Sentences,gestures_games,animals,cheese,other,2010-10-15,51,174,172,TRUE,14166
7603,item_3,French,Words and Gestures,combine,games_routines,dog,verb,2010-05-16,37,419,558,FALSE,11842
7604,item_7,Russian,Short Form of Words and Gestures,phrases,locations,ice cream,adjective,2010-09-17,30,573,472,FALSE,65322
7605,item_5,Hindi,Words and Gestures,word_endings,quantifiers,carrot,other,2010-06-12,19,533,397,FALSE,75787
7606,item_2,Portuguese,Short Form of Words and Gestures,first_signs,vehicles,toothbrush,noun,2010-01-16,36,559,541,TRUE,82323
7607,item_1,Russian,Words and Sentences,word_endings_verbs,pronouns,chocolate,noun,2010-03-14,21,593,109,TRUE,17462
7608,item_13,Portuguese,Words and Gestures,how_use_words,question_words,pants,adjective,2010-04-22,39,503,214,FALSE,56319
7609,item_6,Hindi,Words and Sentences,how_use_words,locations,ice cream,adjective,2010-02-17,23,771,219,FALSE,13984
7610,item_11,Spanish,Short Form of Words and Sentences,word_endings_nouns,people,pants,adjective,2010-10-03,39,243,490,TRUE,18440
7611,item_16,Swedish,Words and Gestures,word_forms_nouns,action_words,bread,adjective,2010-07-29,38,779,573,FALSE,89495
7612,item_13,French,Words and Gestures,gestures_objects,games_routines,frog,adjective,2010-06-25,21,297,576,TRUE,84529
7613,item_12,German,Short Form of Words and Sentences,starting_to_talk,helping_verbs,hat,adjective,2010-07-31,53,181,272,FALSE,56175
7614,item_9,Dutch,Words and Gestures,gestures_first,vehicles,frog,noun,2010-08-09,41,636,238,TRUE,19020
7615,item_8,Arabic,Short Form of Words and Gestures,gestures_objects,locations,bee,other,2010-07-26,27,189,371,TRUE,53131
7616,item_18,Vietnamese,Short Form of Words and Gestures,word_endings,toys,cat,noun,2010-09-02,51,546,586,FALSE,29845
7617,item_1,Dutch,Words and Sentences,word_endings_verbs,sounds,chocolate,adjective,2010-02-24,35,337,123,TRUE,83874
7618,item_9,Italian,Words and Sentences,word_forms_nouns,pronouns,giraffe,verb,2010-02-18,59,202,618,TRUE,95426
7619,item_13,Spanish,Short Form of Words and Gestures,how_use_words,action_words,tissue,adjective,2010-08-20,57,639,658,TRUE,75576
7620,item_2,Japanese,Short Form of Words and Gestures,word_endings,quantifiers,blanket,other,2010-04-28,22,170,646,FALSE,56656
7621,item_1,English (American),Short Form of Words and Gestures,combine,pronouns,elephant,noun,2010-08-18,42,295,129,TRUE,89483
7622,item_15,Chinese,Short Form of Words and Gestures,first_signs,action_words,daddy,noun,2010-06-25,49,206,202,FALSE,41191
7623,item_18,Bengali,Words and Gestures,gestures_first,quantifiers,toothbrush,other,2010-07-17,49,354,493,FALSE,43509
7624,item_12,Portuguese,Words and Sentences,word_endings,locations,elephant,verb,2010-04-06,53,285,331,TRUE,70055
7625,item_1,Dutch,Short Form of Words and Gestures,word_endings,household,sandwich,other,2010-09-21,46,685,387,TRUE,95636
7626,item_14,Vietnamese,Short Form of Words and Sentences,how_use_words,clothing,daddy,other,2010-03-07,37,539,520,TRUE,19273
7627,item_7,Swedish,Words and Gestures,phrases,quantifiers,bottle,noun,2010-01-03,42,656,559,FALSE,37526
7628,item_2,Swedish,Short Form of Words and Sentences,word_endings_nouns,locations,banana,other,2010-07-22,46,233,625,FALSE,82895
7629,item_5,Bengali,Short Form of Words and Gestures,phrases,vehicles,elephant,other,2010-07-11,44,283,140,TRUE,60895
7630,item_20,Thai,Short Form of Words and Gestures,word_endings,question_words,ice cream,adjective,2010-05-18,58,349,598,FALSE,27636
7631,item_9,Japanese,Words and Sentences,gestures_games,toys,knife,verb,2010-06-11,48,757,680,FALSE,81718
7632,item_5,Russian,Words and Gestures,gestures_parent,body_parts,sandwich,adjective,2010-08-19,52,513,397,FALSE,46586
7633,item_3,Vietnamese,Short Form of Words and Gestures,word,quantifiers,tissue,noun,2010-01-30,44,739,589,TRUE,19944
7634,item_14,Korean,Words and Sentences,combine,household,mommy,adjective,2010-08-30,45,563,690,TRUE,97486
7635,item_15,Vietnamese,Short Form of Words and Gestures,combine,games_routines,bee,other,2010-02-28,49,717,364,FALSE,55483
7636,item_2,Dutch,Short Form of Words and Gestures,word,pronouns,ice cream,other,2010-03-19,53,335,525,TRUE,60533
7637,item_7,Spanish,Short Form of Words and Sentences,word_forms_nouns,clothing,baby,verb,2010-02-26,30,321,211,TRUE,30925
7638,item_2,Italian,Words and Gestures,gestures_first,pronouns,apple,other,2010-03-05,25,547,437,FALSE,12226
7639,item_9,Chinese,Short Form of Words and Sentences,how_use_words,time_words,mommy,verb,2010-03-20,27,668,200,FALSE,11574
7640,item_2,Spanish,Short Form of Words and Gestures,word_forms_verbs,pronouns,bread,other,2010-06-24,39,104,438,FALSE,86994
7641,item_7,Swedish,Words and Sentences,starting_to_talk,descriptive_words,bee,noun,2010-03-16,33,356,560,TRUE,70536
7642,item_7,Bengali,Short Form of Words and Sentences,word_endings_nouns,locations,tissue,adjective,2010-07-23,41,288,657,FALSE,12934
7643,item_12,Turkish,Words and Sentences,gestures_first,connecting_words,elephant,noun,2010-02-25,49,238,254,FALSE,39857
7644,item_5,Hindi,Words and Gestures,phrases,question_words,carrot,adjective,2010-05-27,54,334,400,TRUE,82560
7645,item_6,Thai,Short Form of Words and Sentences,phrases,games_routines,baby,noun,2010-07-18,30,589,423,TRUE,39532
7646,item_10,Dutch,Short Form of Words and Sentences,how_use_words,furniture_rooms,tissue,other,2010-12-17,41,405,175,FALSE,24851
7647,item_16,Spanish,Words and Gestures,word_endings_nouns,places,mommy,noun,2010-08-29,47,453,546,FALSE,18240
7648,item_1,English (American),Short Form of Words and Sentences,combine,helping_verbs,giraffe,noun,2010-06-16,40,534,440,FALSE,76015
7649,item_5,German,Short Form of Words and Sentences,complexity,body_parts,toothbrush,adjective,2010-07-28,27,372,217,FALSE,45884
7650,item_10,Italian,Words and Gestures,gestures_parent,time_words,giraffe,other,2010-04-15,28,751,137,TRUE,47485
7651,item_19,Vietnamese,Words and Gestures,how_use_words,quantifiers,baby,other,2010-08-02,45,248,544,TRUE,35436
7652,item_3,Arabic,Words and Sentences,word_forms_verbs,food_drink,juice,other,2010-12-30,35,233,480,TRUE,50538
7653,item_8,Vietnamese,Words and Sentences,gestures_adult,helping_verbs,mommy,verb,2010-12-14,20,265,688,TRUE,50465
7654,item_7,Spanish,Words and Gestures,complexity,household,pants,adjective,2010-11-03,49,311,553,TRUE,74006
7655,item_20,German,Words and Sentences,word_endings,sounds,ice cream,verb,2010-08-08,52,365,224,FALSE,19282
7656,item_20,Arabic,Short Form of Words and Sentences,first_signs,people,spoon,adjective,2010-05-06,36,175,685,TRUE,96081
7657,item_7,Japanese,Short Form of Words and Gestures,word_endings,clothing,pants,other,2010-01-27,46,547,438,TRUE,51640
7658,item_2,Vietnamese,Words and Gestures,first_signs,outside,frog,adjective,2010-02-27,59,554,274,TRUE,37231
7659,item_17,Vietnamese,Short Form of Words and Sentences,gestures_first,sounds,tissue,verb,2010-05-22,47,153,282,TRUE,75688
7660,item_5,Hindi,Words and Gestures,phrases,outside,hat,other,2010-07-20,51,716,565,FALSE,95486
7661,item_10,Russian,Words and Gestures,word,quantifiers,spoon,adjective,2010-07-12,48,195,538,FALSE,45980
7662,item_5,Swedish,Short Form of Words and Sentences,word_endings_nouns,question_words,hat,noun,2010-09-24,38,733,574,FALSE,68131
7663,item_1,Hindi,Short Form of Words and Gestures,gestures_first,furniture_rooms,bottle,noun,2010-05-05,54,779,458,TRUE,12022
7664,item_8,Swedish,Words and Gestures,first_signs,furniture_rooms,spoon,other,2010-12-01,30,295,271,FALSE,94001
7665,item_19,Vietnamese,Words and Sentences,gestures_first,body_parts,cat,other,2010-04-16,34,301,624,TRUE,22649
7666,item_14,Dutch,Words and Sentences,complexity,time_words,apple,verb,2010-09-16,30,101,186,FALSE,52849
7667,item_12,French,Words and Gestures,gestures_objects,body_parts,mommy,noun,2010-01-22,59,132,296,TRUE,86363
7668,item_5,Portuguese,Words and Gestures,how_use_words,games_routines,juice,verb,2010-11-19,19,369,121,TRUE,15902
7669,item_14,French,Short Form of Words and Sentences,combine,games_routines,apple,verb,2010-07-23,55,403,487,FALSE,47029
7670,item_5,Korean,Short Form of Words and Gestures,how_use_words,clothing,toothbrush,other,2010-04-08,22,467,165,FALSE,29627
7671,item_5,Swedish,Short Form of Words and Sentences,word_forms_nouns,connecting_words,baby,adjective,2010-05-04,43,432,376,FALSE,51593
7672,item_10,Arabic,Short Form of Words and Sentences,word_endings,time_words,spoon,other,2010-12-04,23,173,100,FALSE,58399
7673,item_11,Russian,Words and Sentences,combine,quantifiers,hat,other,2010-04-22,32,709,559,TRUE,63054
7674,item_4,Hindi,Short Form of Words and Gestures,phrases,connecting_words,knife,noun,2010-03-22,47,439,342,TRUE,28383
7675,item_12,Spanish,Short Form of Words and Gestures,gestures_objects,action_words,frog,other,2010-07-24,20,326,110,TRUE,47076
7676,item_11,Italian,Words and Sentences,gestures_adult,connecting_words,bottle,other,2010-02-26,57,556,424,TRUE,38162
7677,item_12,French,Words and Gestures,word_endings_verbs,household,daddy,other,2010-12-27,49,745,694,TRUE,63841
7678,item_1,Bengali,Short Form of Words and Sentences,combine,action_words,knife,other,2010-10-17,58,108,246,FALSE,87804
7679,item_7,Chinese,Short Form of Words and Gestures,phrases,vehicles,blanket,adjective,2010-04-13,23,291,225,TRUE,59968
7680,item_7,French,Words and Sentences,complexity,descriptive_words,ice cream,other,2010-11-16,35,654,637,FALSE,84603
7681,item_9,Korean,Short Form of Words and Gestures,combine,household,crocodile,other,2010-12-17,47,219,383,FALSE,34050
7682,item_8,Russian,Words and Gestures,complexity,places,toothbrush,verb,2010-10-06,43,410,651,TRUE,98186
7683,item_15,Hindi,Short Form of Words and Sentences,gestures_games,quantifiers,cheese,noun,2010-01-07,21,653,600,TRUE,88223
7684,item_15,Chinese,Words and Sentences,word,household,cat,other,2010-02-23,44,135,201,TRUE,47047
7685,item_2,Bengali,Short Form of Words and Sentences,how_use_words,action_words,giraffe,other,2010-02-21,39,473,532,FALSE,35143
7686,item_13,Chinese,Words and Gestures,word,animals,bee,verb,2010-10-27,60,556,556,FALSE,23951
7687,item_4,French,Short Form of Words and Sentences,gestures_games,furniture_rooms,banana,other,2010-02-21,21,126,121,TRUE,56484
7688,item_7,Vietnamese,Short Form of Words and Gestures,gestures_parent,question_words,chocolate,noun,2010-09-24,45,266,339,TRUE,44953
7689,item_9,Dutch,Short Form of Words and Sentences,gestures_adult,quantifiers,pizza,verb,2010-08-16,22,118,552,TRUE,46602
7690,item_20,Italian,Words and Gestures,word,toys,crocodile,other,2010-05-11,18,238,511,TRUE,70611
7691,item_18,Thai,Short Form of Words and Gestures,gestures_first,clothing,sandwich,other,2010-05-24,29,714,594,FALSE,94053
7692,item_6,Vietnamese,Words and Gestures,starting_to_talk,connecting_words,spoon,adjective,2010-03-02,33,248,436,TRUE,32685
7693,item_17,German,Short Form of Words and Gestures,gestures_objects,question_words,pants,noun,2010-04-16,39,195,280,FALSE,75880
7694,item_20,German,Words and Sentences,gestures_first,descriptive_words,crocodile,noun,2010-08-05,47,748,564,TRUE,29236
7695,item_18,Turkish,Short Form of Words and Gestures,starting_to_talk,vehicles,knife,other,2010-03-19,46,424,528,FALSE,66444
7696,item_6,Korean,Short Form of Words and Gestures,gestures_first,outside,frog,other,2010-09-23,45,148,375,FALSE,68488
7697,item_12,Vietnamese,Short Form of Words and Sentences,gestures_objects,descriptive_words,bee,other,2010-07-11,27,671,219,FALSE,31813
7698,item_15,Chinese,Short Form of Words and Gestures,word_endings_nouns,vehicles,frog,other,2010-11-03,21,600,297,FALSE,36112
7699,item_6,English (American),Short Form of Words and Gestures,gestures_objects,places,spoon,other,2010-07-28,48,741,619,TRUE,68260
7700,item_20,Bengali,Words and Gestures,gestures_first,vehicles,chocolate,adjective,2010-06-05,18,157,180,FALSE,52295
7701,item_16,Portuguese,Short Form of Words and Gestures,word_endings_nouns,animals,fish (animal),verb,2010-06-24,58,125,632,TRUE,81796
7702,item_8,Swedish,Words and Sentences,word,pronouns,carrot,verb,2010-11-30,51,576,640,FALSE,23642
7703,item_6,English (American),Short Form of Words and Sentences,starting_to_talk,toys,apple,noun,2010-11-16,32,154,410,FALSE,21557
7704,item_4,Dutch,Words and Sentences,gestures_games,outside,bottle,verb,2010-10-26,57,645,134,TRUE,38157
7705,item_15,Russian,Short Form of Words and Gestures,word_endings,household,bread,other,2010-11-17,52,108,683,TRUE,94521
7706,item_5,Chinese,Words and Gestures,gestures_parent,sounds,sandwich,other,2010-12-06,37,612,525,TRUE,45225
7707,item_10,Vietnamese,Words and Sentences,gestures_parent,action_words,elephant,verb,2010-10-10,39,284,637,FALSE,73830
7708,item_6,Korean,Words and Gestures,gestures_adult,toys,hat,other,2010-08-21,28,717,441,FALSE,98665
7709,item_17,Italian,Words and Sentences,combine,body_parts,daddy,adjective,2010-06-09,34,440,206,TRUE,67915
7710,item_6,Russian,Words and Gestures,gestures_objects,quantifiers,bee,noun,2010-05-17,34,177,390,FALSE,43427
7711,item_15,Swedish,Short Form of Words and Gestures,first_signs,clothing,knife,verb,2010-06-22,44,709,481,TRUE,82748
7712,item_10,Dutch,Short Form of Words and Sentences,combine,places,giraffe,other,2010-08-11,18,221,166,FALSE,90372
7713,item_11,Japanese,Short Form of Words and Gestures,gestures_parent,descriptive_words,apple,other,2010-05-20,58,327,160,FALSE,24213
7714,item_10,Spanish,Short Form of Words and Gestures,first_signs,food_drink,giraffe,noun,2010-01-01,42,775,626,TRUE,83554
7715,item_4,Russian,Words and Sentences,gestures_adult,people,bottle,adjective,2010-12-20,25,353,247,FALSE,10758
7716,item_5,Portuguese,Short Form of Words and Gestures,first_signs,toys,baby,verb,2010-11-02,54,251,602,TRUE,70811
7717,item_1,Italian,Short Form of Words and Gestures,how_use_words,connecting_words,bee,noun,2010-07-09,53,736,211,FALSE,77664
7718,item_20,Japanese,Short Form of Words and Sentences,word_endings_verbs,body_parts,ice cream,adjective,2010-11-16,38,297,611,FALSE,30282
7719,item_16,Portuguese,Words and Sentences,gestures_first,locations,dog,other,2010-04-11,29,535,556,FALSE,30980
7720,item_2,Thai,Words and Sentences,gestures_adult,toys,cat,other,2010-07-13,46,640,581,FALSE,21702
7721,item_19,Hindi,Words and Gestures,gestures_objects,connecting_words,juice,noun,2010-11-13,54,779,602,TRUE,58794
7722,item_18,Dutch,Words and Sentences,word_endings_verbs,toys,carrot,other,2010-04-21,53,739,309,FALSE,19143
7723,item_7,Thai,Words and Sentences,gestures_first,places,banana,other,2010-07-24,39,341,237,TRUE,79843
7724,item_16,Dutch,Words and Gestures,word_forms_nouns,clothing,apple,verb,2010-09-28,48,707,161,TRUE,16372
7725,item_5,Turkish,Short Form of Words and Gestures,complexity,toys,cheese,adjective,2010-12-05,22,689,344,TRUE,65131
7726,item_7,Chinese,Short Form of Words and Gestures,word,food_drink,baby,other,2010-03-11,58,577,450,FALSE,57518
7727,item_2,Italian,Words and Gestures,gestures_objects,clothing,cheese,adjective,2010-12-17,32,323,553,FALSE,98919
7728,item_11,Russian,Words and Gestures,gestures_games,places,knife,verb,2010-06-14,34,449,332,FALSE,51094
7729,item_3,Dutch,Words and Gestures,word_endings,games_routines,knife,verb,2010-05-30,53,210,315,FALSE,26129
7730,item_2,Swedish,Words and Gestures,starting_to_talk,question_words,pants,other,2010-04-28,37,542,544,FALSE,27797
7731,item_10,Thai,Short Form of Words and Sentences,gestures_parent,question_words,knife,adjective,2010-09-30,51,309,304,TRUE,44386
7732,item_13,Portuguese,Words and Sentences,gestures_parent,locations,shoe,adjective,2010-03-31,59,774,547,FALSE,33743
7733,item_18,Thai,Words and Gestures,gestures_games,helping_verbs,frog,noun,2010-05-04,59,688,168,FALSE,65471
7734,item_19,Arabic,Words and Sentences,how_use_words,descriptive_words,knife,other,2010-06-24,60,625,535,FALSE,42182
7735,item_2,German,Short Form of Words and Sentences,word_forms_verbs,quantifiers,dog,verb,2010-05-06,55,152,395,TRUE,27717
7736,item_18,Portuguese,Short Form of Words and Sentences,word_endings_verbs,time_words,bee,adjective,2010-09-07,33,536,306,TRUE,84250
7737,item_20,Italian,Short Form of Words and Gestures,word,people,pants,adjective,2010-07-11,38,128,488,TRUE,34817
7738,item_20,Vietnamese,Words and Gestures,starting_to_talk,helping_verbs,bottle,noun,2010-07-26,46,418,666,FALSE,70013
7739,item_13,Chinese,Words and Gestures,gestures_objects,outside,daddy,verb,2010-05-16,34,415,212,TRUE,90731
7740,item_2,Dutch,Short Form of Words and Sentences,word_endings,games_routines,bottle,verb,2010-05-27,46,190,106,FALSE,36065
7741,item_19,Japanese,Words and Gestures,word_endings_nouns,question_words,spoon,other,2010-11-30,23,199,250,FALSE,51912
7742,item_20,Thai,Words and Sentences,how_use_words,animals,cat,other,2010-01-07,60,292,327,TRUE,39925
7743,item_4,English (American),Short Form of Words and Gestures,how_use_words,animals,tissue,noun,2010-03-25,32,481,646,TRUE,97411
7744,item_9,Portuguese,Words and Sentences,word_endings_verbs,furniture_rooms,dog,verb,2010-01-12,46,252,527,TRUE,59533
7745,item_17,Portuguese,Short Form of Words and Sentences,gestures_parent,helping_verbs,bread,other,2010-10-22,23,654,461,FALSE,31429
7746,item_20,Turkish,Words and Sentences,word_endings,games_routines,knife,verb,2010-05-19,54,166,560,TRUE,52619
7747,item_20,Korean,Short Form of Words and Sentences,phrases,furniture_rooms,hat,other,2010-09-14,49,289,634,TRUE,86282
7748,item_9,Chinese,Short Form of Words and Gestures,word_endings,question_words,blanket,other,2010-11-16,31,273,644,TRUE,53923
7749,item_8,German,Short Form of Words and Sentences,word_endings_nouns,toys,hat,adjective,2010-05-18,18,384,192,FALSE,69202
7750,item_1,Thai,Words and Gestures,word_endings,sounds,fish (animal),other,2010-09-02,36,358,293,FALSE,97275
7751,item_8,German,Words and Sentences,word_endings_nouns,question_words,giraffe,other,2010-03-10,33,335,104,FALSE,35125
7752,item_20,Dutch,Words and Gestures,word_endings,locations,bread,verb,2010-05-13,47,376,495,TRUE,50883
7753,item_3,French,Words and Gestures,how_use_words,household,spoon,other,2010-09-02,52,271,193,TRUE,24680
7754,item_20,Chinese,Short Form of Words and Sentences,word_endings,question_words,tissue,other,2010-10-09,36,537,160,TRUE,94798
7755,item_7,German,Words and Gestures,word_endings_verbs,places,pizza,other,2010-05-10,50,165,684,FALSE,90155
7756,item_7,Thai,Words and Gestures,gestures_games,sounds,chocolate,verb,2010-05-22,28,429,335,TRUE,62131
7757,item_2,Swedish,Short Form of Words and Gestures,word_forms_nouns,locations,pizza,other,2010-01-04,48,639,194,TRUE,17906
7758,item_20,Korean,Short Form of Words and Sentences,how_use_words,household,bee,noun,2010-02-22,60,107,306,TRUE,41479
